"year","agDistrict","agDistrictCode","county","countyANSI","cornPlanted","cornHarvested","cornYield","cvCornPlanted","cvCornHarvested","cvCornYield","cornPercentHarvest"
2018,"EAST CENTRAL",60,"HARRISON",67,3500,3000,"146.7",NA,NA,NA,0.857142857142857
2018,"EAST CENTRAL",60,"HOLMES",75,23000,16000,"150",NA,NA,NA,0.695652173913043
2018,"EAST CENTRAL",60,"JEFFERSON",81,1800,1500,"153.3",NA,NA,NA,0.833333333333333
2018,"EAST CENTRAL",60,"TUSCARAWAS",157,23000,16000,"143.8",NA,NA,NA,0.695652173913043
2018,"NORTH CENTRAL",20,"ASHLAND",5,40000,33500,"152.2",NA,NA,NA,0.8375
2018,"NORTH CENTRAL",20,"CRAWFORD",33,82000,80500,"203",NA,NA,NA,0.981707317073171
2018,"NORTH CENTRAL",20,"HURON",77,56500,54500,"163.3",NA,NA,NA,0.964601769911504
2018,"NORTH CENTRAL",20,"OTHER COUNTIES",NA,87500,81000,"171.2",NA,NA,NA,0.925714285714286
2018,"NORTH CENTRAL",20,"OTTAWA",123,15000,14500,"165",NA,NA,NA,0.966666666666667
2018,"NORTH CENTRAL",20,"SANDUSKY",143,66000,65500,"181",NA,NA,NA,0.992424242424242
2018,"NORTH CENTRAL",20,"SENECA",147,91000,90000,"180.4",NA,NA,NA,0.989010989010989
2018,"NORTH CENTRAL",20,"WYANDOT",175,77000,75500,"182.8",NA,NA,NA,0.980519480519481
2018,"NORTHEAST",30,"ASHTABULA",7,17000,14000,"144",NA,NA,NA,0.823529411764706
2018,"NORTHEAST",30,"COLUMBIANA",29,24000,18500,"151.4",NA,NA,NA,0.770833333333333
2018,"NORTHEAST",30,"GEAUGA",55,3000,2200,"156.8",NA,NA,NA,0.733333333333333
2018,"NORTHEAST",30,"MAHONING",99,13500,10000,"158",NA,NA,NA,0.740740740740741
2018,"NORTHEAST",30,"MEDINA",103,15000,13000,"174",NA,NA,NA,0.866666666666667
2018,"NORTHEAST",30,"OTHER COUNTIES",NA,2000,1600,"138.8",NA,NA,NA,0.8
2018,"NORTHEAST",30,"PORTAGE",133,12000,10500,"155.6",NA,NA,NA,0.875
2018,"NORTHEAST",30,"STARK",151,29500,23500,"151",NA,NA,NA,0.796610169491525
2018,"NORTHEAST",30,"TRUMBULL",155,19000,17000,"176",NA,NA,NA,0.894736842105263
2018,"NORTHEAST",30,"WAYNE",169,60000,39700,"166.2",NA,NA,NA,0.661666666666667
2018,"NORTHWEST",10,"ALLEN",3,65000,64500,"196.9",NA,NA,NA,0.992307692307692
2018,"NORTHWEST",10,"DEFIANCE",39,50000,46000,"176.1",NA,NA,NA,0.92
2018,"NORTHWEST",10,"FULTON",51,78000,76000,"180.9",NA,NA,NA,0.974358974358974
2018,"NORTHWEST",10,"HANCOCK",63,88000,87000,"183.9",NA,NA,NA,0.988636363636364
2018,"NORTHWEST",10,"HENRY",69,82000,81000,"179.9",NA,NA,NA,0.98780487804878
2018,"NORTHWEST",10,"LUCAS",95,22000,21500,"183.7",NA,NA,NA,0.977272727272727
2018,"NORTHWEST",10,"PAULDING",125,65000,59000,"178",NA,NA,NA,0.907692307692308
2018,"NORTHWEST",10,"PUTNAM",137,78000,75000,"198",NA,NA,NA,0.961538461538462
2018,"NORTHWEST",10,"VAN WERT",161,80000,78000,"196.2",NA,NA,NA,0.975
2018,"NORTHWEST",10,"WILLIAMS",171,57000,54000,"182",NA,NA,NA,0.947368421052632
2018,"NORTHWEST",10,"WOOD",173,95000,93000,"176.9",NA,NA,NA,0.978947368421053
2018,"SOUTH CENTRAL",80,"ADAMS",1,15500,14500,"175.9",NA,NA,NA,0.935483870967742
2018,"SOUTH CENTRAL",80,"BROWN",15,20000,19500,"191.9",NA,NA,NA,0.975
2018,"SOUTH CENTRAL",80,"GALLIA",53,2700,2300,"173.9",NA,NA,NA,0.851851851851852
2018,"SOUTH CENTRAL",80,"HIGHLAND",71,39000,37500,"179.5",NA,NA,NA,0.961538461538462
2018,"SOUTH CENTRAL",80,"JACKSON",79,3000,2700,"174.8",NA,NA,NA,0.9
2018,"SOUTH CENTRAL",80,"LAWRENCE",87,1300,1000,"129",NA,NA,NA,0.769230769230769
2018,"SOUTH CENTRAL",80,"PIKE",131,10500,10000,"180",NA,NA,NA,0.952380952380952
2018,"SOUTH CENTRAL",80,"SCIOTO",145,8000,7500,"170",NA,NA,NA,0.9375
2018,"SOUTHEAST",90,"ATHENS",9,2300,1700,"135.3",NA,NA,NA,0.739130434782609
2018,"SOUTHEAST",90,"GUERNSEY",59,3600,2400,"145.8",NA,NA,NA,0.666666666666667
2018,"SOUTHEAST",90,"MEIGS",105,3000,2500,"140",NA,NA,NA,0.833333333333333
2018,"SOUTHEAST",90,"MORGAN",115,4300,3000,"152",NA,NA,NA,0.697674418604651
2018,"SOUTHEAST",90,"MUSKINGUM",119,19000,17300,"178.6",NA,NA,NA,0.910526315789474
2018,"SOUTHEAST",90,"OTHER COUNTIES",NA,5800,4800,"144",NA,NA,NA,0.827586206896552
2018,"SOUTHEAST",90,"PERRY",127,18500,17500,"170",NA,NA,NA,0.945945945945946
2018,"SOUTHEAST",90,"WASHINGTON",167,8500,5800,"147.9",NA,NA,NA,0.682352941176471
2018,"SOUTHWEST",70,"BUTLER",17,27000,26200,"182",NA,NA,NA,0.97037037037037
2018,"SOUTHWEST",70,"CLERMONT",25,12000,11600,"195",NA,NA,NA,0.966666666666667
2018,"SOUTHWEST",70,"CLINTON",27,64000,63800,"213",NA,NA,NA,0.996875
2018,"SOUTHWEST",70,"GREENE",57,56000,55000,"214",NA,NA,NA,0.982142857142857
2018,"SOUTHWEST",70,"HAMILTON",61,3000,2700,"198.1",NA,NA,NA,0.9
2018,"SOUTHWEST",70,"MONTGOMERY",113,36000,35500,"177.4",NA,NA,NA,0.986111111111111
2018,"SOUTHWEST",70,"PREBLE",135,77000,76000,"201",NA,NA,NA,0.987012987012987
2018,"SOUTHWEST",70,"WARREN",165,20000,19200,"192.8",NA,NA,NA,0.96
2018,"WEST CENTRAL",40,"AUGLAIZE",11,70000,65500,"210",NA,NA,NA,0.935714285714286
2018,"WEST CENTRAL",40,"CHAMPAIGN",21,87000,85000,"191.8",NA,NA,NA,0.977011494252874
2018,"WEST CENTRAL",40,"CLARK",23,63000,60500,"204",NA,NA,NA,0.96031746031746
2018,"WEST CENTRAL",40,"DARKE",37,127000,118000,"205.9",NA,NA,NA,0.929133858267717
2018,"WEST CENTRAL",40,"HARDIN",65,94000,87500,"190",NA,NA,NA,0.930851063829787
2018,"WEST CENTRAL",40,"LOGAN",91,68000,66000,"195.1",NA,NA,NA,0.970588235294118
2018,"WEST CENTRAL",40,"MERCER",107,105000,93500,"208.6",NA,NA,NA,0.89047619047619
2018,"WEST CENTRAL",40,"MIAMI",109,72000,71000,"200",NA,NA,NA,0.986111111111111
2018,"WEST CENTRAL",40,"SHELBY",149,74000,68000,"202.9",NA,NA,NA,0.918918918918919
2017,"CENTRAL",50,"DELAWARE",41,40000,38000,"189.5",NA,NA,NA,0.95
2017,"CENTRAL",50,"FAIRFIELD",45,63000,61000,"186.9",NA,NA,NA,0.968253968253968
2017,"CENTRAL",50,"FAYETTE",47,84000,82000,"191.5",NA,NA,NA,0.976190476190476
2017,"CENTRAL",50,"FRANKLIN",49,16000,15500,"167.7",NA,NA,NA,0.96875
2017,"CENTRAL",50,"KNOX",83,51000,48000,"180.2",NA,NA,NA,0.941176470588235
2017,"CENTRAL",50,"LICKING",89,58000,54500,"178",NA,NA,NA,0.939655172413793
2017,"CENTRAL",50,"MADISON",97,96000,90000,"192.2",NA,NA,NA,0.9375
2017,"CENTRAL",50,"MARION",101,55000,53000,"177.4",NA,NA,NA,0.963636363636364
2017,"CENTRAL",50,"MORROW",117,44000,42000,"167.9",NA,NA,NA,0.954545454545455
2017,"CENTRAL",50,"PICKAWAY",129,88000,84500,"188.2",NA,NA,NA,0.960227272727273
2017,"CENTRAL",50,"ROSS",141,49000,48000,"175",NA,NA,NA,0.979591836734694
2017,"CENTRAL",50,"UNION",159,56000,53500,"195.3",NA,NA,NA,0.955357142857143
2017,"EAST CENTRAL",60,"BELMONT",13,600,100,"120",NA,NA,NA,0.166666666666667
2017,"EAST CENTRAL",60,"CARROLL",19,10000,8500,"147.1",NA,NA,NA,0.85
2017,"EAST CENTRAL",60,"COSHOCTON",31,27700,25000,"174",NA,NA,NA,0.902527075812274
2017,"EAST CENTRAL",60,"HARRISON",67,3600,3300,"150.9",NA,NA,NA,0.916666666666667
2017,"EAST CENTRAL",60,"HOLMES",75,23000,15700,"168.8",NA,NA,NA,0.682608695652174
2017,"EAST CENTRAL",60,"JEFFERSON",81,2100,1300,"146.2",NA,NA,NA,0.619047619047619
2017,"EAST CENTRAL",60,"TUSCARAWAS",157,23000,16100,"177",NA,NA,NA,0.7
2017,"NORTH CENTRAL",20,"CRAWFORD",33,82000,79000,"182.3",NA,NA,NA,0.963414634146341
2017,"NORTH CENTRAL",20,"ERIE",43,27000,26000,"180.8",NA,NA,NA,0.962962962962963
2017,"NORTH CENTRAL",20,"HURON",77,52000,47000,"176.6",NA,NA,NA,0.903846153846154
2017,"NORTH CENTRAL",20,"OTHER COUNTIES",NA,54000,46000,"156.5",NA,NA,NA,0.851851851851852
2017,"NORTH CENTRAL",20,"OTTAWA",123,15500,15000,"183.3",NA,NA,NA,0.967741935483871
2017,"NORTH CENTRAL",20,"RICHLAND",139,33000,28000,"171.4",NA,NA,NA,0.848484848484849
2017,"NORTH CENTRAL",20,"SANDUSKY",143,63500,62000,"179.8",NA,NA,NA,0.976377952755906
2017,"NORTH CENTRAL",20,"SENECA",147,87000,84500,"176.3",NA,NA,NA,0.971264367816092
2017,"NORTH CENTRAL",20,"WYANDOT",175,71000,66500,"169.9",NA,NA,NA,0.936619718309859
2017,"NORTHEAST",30,"ASHTABULA",7,17800,16500,"172.7",NA,NA,NA,0.926966292134832
2017,"NORTHEAST",30,"COLUMBIANA",29,24000,19000,"165.8",NA,NA,NA,0.791666666666667
2017,"NORTHEAST",30,"GEAUGA",55,2700,2500,"140",NA,NA,NA,0.925925925925926
2017,"NORTHEAST",30,"MAHONING",99,15000,11500,"152.2",NA,NA,NA,0.766666666666667
2017,"NORTHEAST",30,"MEDINA",103,12000,9000,"150",NA,NA,NA,0.75
2017,"NORTHEAST",30,"OTHER COUNTIES",NA,1700,1500,"124.7",NA,NA,NA,0.882352941176471
2017,"NORTHEAST",30,"PORTAGE",133,12000,11700,"143.2",NA,NA,NA,0.975
2017,"NORTHEAST",30,"STARK",151,28800,23800,"159.2",NA,NA,NA,0.826388888888889
2017,"NORTHEAST",30,"TRUMBULL",155,20000,18000,"180.6",NA,NA,NA,0.9
2017,"NORTHEAST",30,"WAYNE",169,56000,31500,"163.5",NA,NA,NA,0.5625
2017,"NORTHWEST",10,"ALLEN",3,63000,60000,"165",NA,NA,NA,0.952380952380952
2017,"NORTHWEST",10,"DEFIANCE",39,48000,44000,"147.7",NA,NA,NA,0.916666666666667
2017,"NORTHWEST",10,"FULTON",51,80000,76000,"184.2",NA,NA,NA,0.95
2017,"NORTHWEST",10,"HANCOCK",63,83000,80000,"171.3",NA,NA,NA,0.963855421686747
2017,"NORTHWEST",10,"HENRY",69,79000,77000,"179.2",NA,NA,NA,0.974683544303797
2017,"NORTHWEST",10,"LUCAS",95,22000,21000,"181",NA,NA,NA,0.954545454545455
2017,"NORTHWEST",10,"PAULDING",125,60000,49000,"159.2",NA,NA,NA,0.816666666666667
2017,"NORTHWEST",10,"PUTNAM",137,73000,67500,"177.8",NA,NA,NA,0.924657534246575
2017,"NORTHWEST",10,"VAN WERT",161,72000,68000,"173.5",NA,NA,NA,0.944444444444444
2017,"NORTHWEST",10,"WILLIAMS",171,55000,49000,"167.3",NA,NA,NA,0.890909090909091
2017,"NORTHWEST",10,"WOOD",173,95000,88500,"175.1",NA,NA,NA,0.931578947368421
2017,"SOUTH CENTRAL",80,"ADAMS",1,14000,12700,"173.2",NA,NA,NA,0.907142857142857
2017,"SOUTH CENTRAL",80,"BROWN",15,18000,17200,"174.4",NA,NA,NA,0.955555555555556
2017,"SOUTH CENTRAL",80,"GALLIA",53,3000,2800,"182.1",NA,NA,NA,0.933333333333333
2017,"SOUTH CENTRAL",80,"HIGHLAND",71,44000,39500,"167.1",NA,NA,NA,0.897727272727273
2017,"SOUTH CENTRAL",80,"JACKSON",79,3500,3000,"176.7",NA,NA,NA,0.857142857142857
2017,"SOUTH CENTRAL",80,"LAWRENCE",87,1500,1000,"160",NA,NA,NA,0.666666666666667
2017,"SOUTH CENTRAL",80,"PIKE",131,13000,12500,"172",NA,NA,NA,0.961538461538462
2017,"SOUTH CENTRAL",80,"SCIOTO",145,8000,7300,"184.9",NA,NA,NA,0.9125
2017,"SOUTHEAST",90,"ATHENS",9,2400,1800,"177.8",NA,NA,NA,0.75
2017,"SOUTHEAST",90,"GUERNSEY",59,3300,2700,"148.1",NA,NA,NA,0.818181818181818
2017,"SOUTHEAST",90,"MEIGS",105,2700,2300,"163",NA,NA,NA,0.851851851851852
2017,"SOUTHEAST",90,"MORGAN",115,4200,3400,"141.2",NA,NA,NA,0.80952380952381
2017,"SOUTHEAST",90,"MUSKINGUM",119,19000,15800,"177.2",NA,NA,NA,0.831578947368421
2017,"SOUTHEAST",90,"NOBLE",121,500,400,"137.5",NA,NA,NA,0.8
2017,"SOUTHEAST",90,"OTHER COUNTIES",NA,5500,4700,"158.5",NA,NA,NA,0.854545454545454
2017,"SOUTHEAST",90,"PERRY",127,17400,15900,"185.8",NA,NA,NA,0.913793103448276
2017,"SOUTHEAST",90,"WASHINGTON",167,10000,8000,"171.3",NA,NA,NA,0.8
2017,"SOUTHWEST",70,"BUTLER",17,25600,24000,"175",NA,NA,NA,0.9375
2017,"SOUTHWEST",70,"CLERMONT",25,12000,11500,"180.9",NA,NA,NA,0.958333333333333
2017,"SOUTHWEST",70,"CLINTON",27,63000,60000,"203.3",NA,NA,NA,0.952380952380952
2017,"SOUTHWEST",70,"GREENE",57,59000,58000,"195.7",NA,NA,NA,0.983050847457627
2017,"SOUTHWEST",70,"HAMILTON",61,3000,2600,"180.8",NA,NA,NA,0.866666666666667
2017,"SOUTHWEST",70,"MONTGOMERY",113,32000,30700,"171",NA,NA,NA,0.959375
2017,"SOUTHWEST",70,"PREBLE",135,76000,74500,"176.5",NA,NA,NA,0.980263157894737
2017,"SOUTHWEST",70,"WARREN",165,19400,18700,"176.5",NA,NA,NA,0.963917525773196
2017,"WEST CENTRAL",40,"AUGLAIZE",11,71000,66500,"172.9",NA,NA,NA,0.936619718309859
2017,"WEST CENTRAL",40,"CHAMPAIGN",21,85000,82000,"195.1",NA,NA,NA,0.964705882352941
2017,"WEST CENTRAL",40,"CLARK",23,60000,57400,"198.6",NA,NA,NA,0.956666666666667
2017,"WEST CENTRAL",40,"DARKE",37,125000,118000,"176.3",NA,NA,NA,0.944
2017,"WEST CENTRAL",40,"HARDIN",65,87000,79000,"150.6",NA,NA,NA,0.908045977011494
2017,"WEST CENTRAL",40,"LOGAN",91,69000,66000,"163.6",NA,NA,NA,0.956521739130435
2017,"WEST CENTRAL",40,"MERCER",107,102000,95500,"177",NA,NA,NA,0.936274509803922
2017,"WEST CENTRAL",40,"MIAMI",109,72000,68000,"188.2",NA,NA,NA,0.944444444444444
2017,"WEST CENTRAL",40,"SHELBY",149,74000,67600,"176",NA,NA,NA,0.913513513513514
2016,"CENTRAL",50,"DELAWARE",41,43000,42000,"166.2",NA,NA,NA,0.976744186046512
2016,"CENTRAL",50,"FAIRFIELD",45,63000,60000,"175",NA,NA,NA,0.952380952380952
2016,"CENTRAL",50,"FAYETTE",47,89000,87000,"174.7",NA,NA,NA,0.97752808988764
2016,"CENTRAL",50,"FRANKLIN",49,16000,15500,"165.8",NA,NA,NA,0.96875
2016,"CENTRAL",50,"KNOX",83,52000,50000,"146.8",NA,NA,NA,0.961538461538462
2016,"CENTRAL",50,"LICKING",89,60000,56000,"164.8",NA,NA,NA,0.933333333333333
2016,"CENTRAL",50,"MADISON",97,1e+05,96000,"169.8",NA,NA,NA,0.96
2016,"CENTRAL",50,"MARION",101,60000,57500,"172.2",NA,NA,NA,0.958333333333333
2016,"CENTRAL",50,"MORROW",117,44000,43000,"162.8",NA,NA,NA,0.977272727272727
2016,"CENTRAL",50,"PICKAWAY",129,97000,95000,"163.2",NA,NA,NA,0.979381443298969
2016,"CENTRAL",50,"ROSS",141,52000,51000,"158.4",NA,NA,NA,0.980769230769231
2016,"CENTRAL",50,"UNION",159,54000,52000,"180.8",NA,NA,NA,0.962962962962963
2016,"EAST CENTRAL",60,"CARROLL",19,10000,7000,"98.6",NA,NA,NA,0.7
2016,"EAST CENTRAL",60,"COSHOCTON",31,26500,24000,"147.9",NA,NA,NA,0.905660377358491
2016,"EAST CENTRAL",60,"HARRISON",67,3900,3300,"136.4",NA,NA,NA,0.846153846153846
2016,"EAST CENTRAL",60,"HOLMES",75,23500,13000,"133.1",NA,NA,NA,0.553191489361702
2016,"EAST CENTRAL",60,"OTHER COUNTIES",NA,2100,1500,"120",NA,NA,NA,0.714285714285714
2016,"EAST CENTRAL",60,"TUSCARAWAS",157,24000,17200,"133.7",NA,NA,NA,0.716666666666667
2016,"NORTH CENTRAL",20,"ASHLAND",5,38000,32500,"121.2",NA,NA,NA,0.855263157894737
2016,"NORTH CENTRAL",20,"CRAWFORD",33,82000,80000,"161.3",NA,NA,NA,0.975609756097561
2016,"NORTH CENTRAL",20,"ERIE",43,28000,27000,"155.6",NA,NA,NA,0.964285714285714
2016,"NORTH CENTRAL",20,"HURON",77,61000,57000,"158.4",NA,NA,NA,0.934426229508197
2016,"NORTH CENTRAL",20,"LORAIN",93,23500,21500,"158.1",NA,NA,NA,0.914893617021277
2016,"NORTH CENTRAL",20,"OTTAWA",123,17500,17000,"154.7",NA,NA,NA,0.971428571428571
2016,"NORTH CENTRAL",20,"RICHLAND",139,40000,35000,"148.6",NA,NA,NA,0.875
2016,"NORTH CENTRAL",20,"SANDUSKY",143,67000,65000,"158.5",NA,NA,NA,0.970149253731343
2016,"NORTH CENTRAL",20,"SENECA",147,91000,89000,"149.4",NA,NA,NA,0.978021978021978
2016,"NORTH CENTRAL",20,"WYANDOT",175,77000,76000,"152.6",NA,NA,NA,0.987012987012987
2016,"NORTHEAST",30,"ASHTABULA",7,17400,15000,"172",NA,NA,NA,0.862068965517241
2016,"NORTHEAST",30,"COLUMBIANA",29,26000,20000,"138.5",NA,NA,NA,0.769230769230769
2016,"NORTHEAST",30,"GEAUGA",55,3000,1600,"115.6",NA,NA,NA,0.533333333333333
2016,"NORTHEAST",30,"MAHONING",99,14500,11000,"154.5",NA,NA,NA,0.758620689655172
2016,"NORTHEAST",30,"MEDINA",103,16000,13000,"140",NA,NA,NA,0.8125
2016,"NORTHEAST",30,"OTHER COUNTIES",NA,2100,1400,"117.9",NA,NA,NA,0.666666666666667
2016,"NORTHEAST",30,"PORTAGE",133,13000,11000,"144.5",NA,NA,NA,0.846153846153846
2016,"NORTHEAST",30,"STARK",151,30000,24500,"121.2",NA,NA,NA,0.816666666666667
2016,"NORTHEAST",30,"TRUMBULL",155,20000,17500,"174.3",NA,NA,NA,0.875
2016,"NORTHEAST",30,"WAYNE",169,58000,35000,"142",NA,NA,NA,0.603448275862069
2016,"NORTHWEST",10,"ALLEN",3,66000,65200,"150",NA,NA,NA,0.987878787878788
2016,"NORTHWEST",10,"DEFIANCE",39,48000,44000,"163.6",NA,NA,NA,0.916666666666667
2016,"NORTHWEST",10,"FULTON",51,81000,76000,"177.6",NA,NA,NA,0.938271604938272
2016,"NORTHWEST",10,"HANCOCK",63,83000,81000,"143.2",NA,NA,NA,0.975903614457831
2016,"NORTHWEST",10,"HENRY",69,81000,78000,"167.9",NA,NA,NA,0.962962962962963
2016,"NORTHWEST",10,"LUCAS",95,21000,20800,"162",NA,NA,NA,0.990476190476191
2016,"NORTHWEST",10,"PAULDING",125,63000,55000,"150",NA,NA,NA,0.873015873015873
2016,"NORTHWEST",10,"PUTNAM",137,77000,72000,"155.6",NA,NA,NA,0.935064935064935
2016,"NORTHWEST",10,"VAN WERT",161,74000,68000,"155.9",NA,NA,NA,0.918918918918919
2016,"NORTHWEST",10,"WILLIAMS",171,59000,55000,"169.1",NA,NA,NA,0.932203389830508
2016,"NORTHWEST",10,"WOOD",173,97000,90000,"162.2",NA,NA,NA,0.927835051546392
2016,"SOUTH CENTRAL",80,"ADAMS",1,14000,13000,"155.4",NA,NA,NA,0.928571428571429
2016,"SOUTH CENTRAL",80,"BROWN",15,19000,18000,"170.6",NA,NA,NA,0.947368421052632
2016,"SOUTH CENTRAL",80,"GALLIA",53,3200,2700,"140.7",NA,NA,NA,0.84375
2016,"SOUTH CENTRAL",80,"HIGHLAND",71,40500,38500,"172.7",NA,NA,NA,0.950617283950617
2016,"SOUTH CENTRAL",80,"JACKSON",79,3300,2900,"144.8",NA,NA,NA,0.878787878787879
2016,"SOUTH CENTRAL",80,"OTHER COUNTIES",NA,12200,11500,"144.3",NA,NA,NA,0.942622950819672
2016,"SOUTH CENTRAL",80,"SCIOTO",145,7800,7400,"162.2",NA,NA,NA,0.948717948717949
2016,"SOUTHEAST",90,"ATHENS",9,2300,1700,"161.8",NA,NA,NA,0.739130434782609
2016,"SOUTHEAST",90,"GUERNSEY",59,3400,2700,"144.4",NA,NA,NA,0.794117647058823
2016,"SOUTHEAST",90,"HOCKING",73,2900,2800,"153.6",NA,NA,NA,0.96551724137931
2016,"SOUTHEAST",90,"MEIGS",105,2700,2200,"127.3",NA,NA,NA,0.814814814814815
2016,"SOUTHEAST",90,"MONROE",111,600,400,"125",NA,NA,NA,0.666666666666667
2016,"SOUTHEAST",90,"MORGAN",115,4200,3300,"139.4",NA,NA,NA,0.785714285714286
2016,"SOUTHEAST",90,"MUSKINGUM",119,19000,17500,"149.1",NA,NA,NA,0.921052631578947
2016,"SOUTHEAST",90,"OTHER COUNTIES",NA,21300,18300,"162.8",NA,NA,NA,0.859154929577465
2016,"SOUTHEAST",90,"WASHINGTON",167,8600,6100,"135.2",NA,NA,NA,0.709302325581395
2016,"SOUTHWEST",70,"BUTLER",17,27500,26000,"155.4",NA,NA,NA,0.945454545454545
2016,"SOUTHWEST",70,"CLERMONT",25,14400,13900,"162.6",NA,NA,NA,0.965277777777778
2016,"SOUTHWEST",70,"CLINTON",27,66000,65500,"190.8",NA,NA,NA,0.992424242424242
2016,"SOUTHWEST",70,"GREENE",57,60000,59500,"181.5",NA,NA,NA,0.991666666666667
2016,"SOUTHWEST",70,"HAMILTON",61,3600,3400,"173.5",NA,NA,NA,0.944444444444444
2016,"SOUTHWEST",70,"MONTGOMERY",113,34500,34000,"172.6",NA,NA,NA,0.985507246376812
2016,"SOUTHWEST",70,"PREBLE",135,77000,76000,"177.6",NA,NA,NA,0.987012987012987
2016,"SOUTHWEST",70,"WARREN",165,22000,21700,"172.4",NA,NA,NA,0.986363636363636
2016,"WEST CENTRAL",40,"AUGLAIZE",11,74000,67000,"134.3",NA,NA,NA,0.905405405405405
2016,"WEST CENTRAL",40,"CHAMPAIGN",21,92000,90000,"154.4",NA,NA,NA,0.978260869565217
2016,"WEST CENTRAL",40,"CLARK",23,65000,61000,"165.6",NA,NA,NA,0.938461538461538
2016,"WEST CENTRAL",40,"DARKE",37,131000,120000,"162.5",NA,NA,NA,0.916030534351145
2016,"WEST CENTRAL",40,"HARDIN",65,94000,90000,"155.6",NA,NA,NA,0.957446808510638
2016,"WEST CENTRAL",40,"LOGAN",91,73000,70000,"151.4",NA,NA,NA,0.958904109589041
2016,"WEST CENTRAL",40,"MERCER",107,105000,89000,"156.2",NA,NA,NA,0.847619047619048
2016,"WEST CENTRAL",40,"MIAMI",109,74000,71000,"143.7",NA,NA,NA,0.959459459459459
2016,"WEST CENTRAL",40,"SHELBY",149,77000,67000,"131.3",NA,NA,NA,0.87012987012987
2015,"CENTRAL",50,"DELAWARE",41,43000,41000,"140.2",NA,NA,NA,0.953488372093023
2015,"CENTRAL",50,"FAIRFIELD",45,62000,59000,"170.3",NA,NA,NA,0.951612903225806
2015,"CENTRAL",50,"FAYETTE",47,86000,82000,"178",NA,NA,NA,0.953488372093023
2015,"CENTRAL",50,"FRANKLIN",49,17000,16000,"159.4",NA,NA,NA,0.941176470588235
2015,"CENTRAL",50,"KNOX",83,51000,48000,"147.9",NA,NA,NA,0.941176470588235
2015,"CENTRAL",50,"LICKING",89,58000,55000,"156.4",NA,NA,NA,0.948275862068966
2015,"CENTRAL",50,"MADISON",97,102000,93000,"164.5",NA,NA,NA,0.911764705882353
2015,"CENTRAL",50,"MARION",101,60000,53000,"164.2",NA,NA,NA,0.883333333333333
2015,"CENTRAL",50,"MORROW",117,49000,47000,"130.9",NA,NA,NA,0.959183673469388
2015,"CENTRAL",50,"PICKAWAY",129,90000,86000,"174.4",NA,NA,NA,0.955555555555556
2015,"CENTRAL",50,"ROSS",141,52000,48000,"186.5",NA,NA,NA,0.923076923076923
2015,"CENTRAL",50,"UNION",159,55000,52000,"158.7",NA,NA,NA,0.945454545454545
2015,"EAST CENTRAL",60,"BELMONT",13,500,200,"100",NA,NA,NA,0.4
2015,"EAST CENTRAL",60,"CARROLL",19,9700,7700,"90.9",NA,NA,NA,0.793814432989691
2015,"EAST CENTRAL",60,"COSHOCTON",31,26500,24000,"138.3",NA,NA,NA,0.905660377358491
2015,"EAST CENTRAL",60,"HARRISON",67,3600,3200,"121.9",NA,NA,NA,0.888888888888889
2015,"EAST CENTRAL",60,"HOLMES",75,24000,15500,"138.7",NA,NA,NA,0.645833333333333
2015,"EAST CENTRAL",60,"JEFFERSON",81,1700,1400,"114.3",NA,NA,NA,0.823529411764706
2015,"EAST CENTRAL",60,"TUSCARAWAS",157,24000,18000,"138.3",NA,NA,NA,0.75
2015,"NORTH CENTRAL",20,"CRAWFORD",33,76000,73000,"174",NA,NA,NA,0.960526315789474
2015,"NORTH CENTRAL",20,"HURON",77,60000,56000,"160.2",NA,NA,NA,0.933333333333333
2015,"NORTH CENTRAL",20,"LORAIN",93,24000,20000,"146.5",NA,NA,NA,0.833333333333333
2015,"NORTH CENTRAL",20,"OTHER COUNTIES",NA,66000,59000,"151.4",NA,NA,NA,0.893939393939394
2015,"NORTH CENTRAL",20,"OTTAWA",123,20000,19000,"125.8",NA,NA,NA,0.95
2015,"NORTH CENTRAL",20,"RICHLAND",139,38000,33000,"155.5",NA,NA,NA,0.868421052631579
2015,"NORTH CENTRAL",20,"SANDUSKY",143,67000,64000,"167.2",NA,NA,NA,0.955223880597015
2015,"NORTH CENTRAL",20,"SENECA",147,92000,88000,"167.6",NA,NA,NA,0.956521739130435
2015,"NORTH CENTRAL",20,"WYANDOT",175,77000,73000,"147.9",NA,NA,NA,0.948051948051948
2015,"NORTHEAST",30,"ASHTABULA",7,18300,13700,"114.6",NA,NA,NA,0.748633879781421
2015,"NORTHEAST",30,"COLUMBIANA",29,25000,18600,"136",NA,NA,NA,0.744
2015,"NORTHEAST",30,"GEAUGA",55,3300,1800,"100",NA,NA,NA,0.545454545454545
2015,"NORTHEAST",30,"MAHONING",99,15500,11600,"125",NA,NA,NA,0.748387096774194
2015,"NORTHEAST",30,"MEDINA",103,16300,14100,"131.2",NA,NA,NA,0.865030674846626
2015,"NORTHEAST",30,"OTHER COUNTIES",NA,2000,1700,"117.6",NA,NA,NA,0.85
2015,"NORTHEAST",30,"PORTAGE",133,14100,12400,"110.5",NA,NA,NA,0.879432624113475
2015,"NORTHEAST",30,"STARK",151,31000,27000,"127.4",NA,NA,NA,0.870967741935484
2015,"NORTHEAST",30,"TRUMBULL",155,22500,19100,"118.8",NA,NA,NA,0.848888888888889
