"year","agDistrict","agDistrictCode","county","countyANSI","cornPlanted","cornHarvested","cornYield","cvCornPlanted","cvCornHarvested","cvCornYield","cornPercentHarvest"
2015,"NORTHEAST",30,"WAYNE",169,62000,45000,"129.8",NA,NA,NA,0.725806451612903
2015,"NORTHWEST",10,"ALLEN",3,66000,63000,"116.7",NA,NA,NA,0.954545454545455
2015,"NORTHWEST",10,"DEFIANCE",39,48000,38000,"131.6",NA,NA,NA,0.791666666666667
2015,"NORTHWEST",10,"FULTON",51,84000,80000,"161.3",NA,NA,NA,0.952380952380952
2015,"NORTHWEST",10,"HANCOCK",63,89000,85000,"141.2",NA,NA,NA,0.955056179775281
2015,"NORTHWEST",10,"HENRY",69,81000,78000,"161.5",NA,NA,NA,0.962962962962963
2015,"NORTHWEST",10,"LUCAS",95,23000,22000,"159.1",NA,NA,NA,0.956521739130435
2015,"NORTHWEST",10,"PAULDING",125,64000,57000,"123.2",NA,NA,NA,0.890625
2015,"NORTHWEST",10,"PUTNAM",137,76000,72000,"126.4",NA,NA,NA,0.947368421052632
2015,"NORTHWEST",10,"VAN WERT",161,77000,71000,"102.8",NA,NA,NA,0.922077922077922
2015,"NORTHWEST",10,"WILLIAMS",171,53000,49000,"165.9",NA,NA,NA,0.924528301886792
2015,"NORTHWEST",10,"WOOD",173,104000,95000,"143.2",NA,NA,NA,0.913461538461538
2015,"SOUTH CENTRAL",80,"ADAMS",1,14000,13000,"146.2",NA,NA,NA,0.928571428571429
2015,"SOUTH CENTRAL",80,"BROWN",15,22000,21000,"182.9",NA,NA,NA,0.954545454545455
2015,"SOUTH CENTRAL",80,"GALLIA",53,2900,2300,"143.5",NA,NA,NA,0.793103448275862
2015,"SOUTH CENTRAL",80,"HIGHLAND",71,45000,42000,"178.6",NA,NA,NA,0.933333333333333
2015,"SOUTH CENTRAL",80,"JACKSON",79,3200,2800,"150",NA,NA,NA,0.875
2015,"SOUTH CENTRAL",80,"LAWRENCE",87,1500,1100,"136.4",NA,NA,NA,0.733333333333333
2015,"SOUTH CENTRAL",80,"PIKE",131,10000,9000,"172.2",NA,NA,NA,0.9
2015,"SOUTH CENTRAL",80,"SCIOTO",145,6400,5800,"156.9",NA,NA,NA,0.90625
2015,"SOUTHEAST",90,"ATHENS",9,2300,1300,"165.4",NA,NA,NA,0.565217391304348
2015,"SOUTHEAST",90,"GUERNSEY",59,3500,2800,"157.1",NA,NA,NA,0.8
2015,"SOUTHEAST",90,"HOCKING",73,2800,2700,"170.4",NA,NA,NA,0.964285714285714
2015,"SOUTHEAST",90,"MEIGS",105,2700,2300,"152.6",NA,NA,NA,0.851851851851852
2015,"SOUTHEAST",90,"MORGAN",115,4300,2600,"132.7",NA,NA,NA,0.604651162790698
2015,"SOUTHEAST",90,"MUSKINGUM",119,19000,17000,"158.8",NA,NA,NA,0.894736842105263
2015,"SOUTHEAST",90,"NOBLE",121,600,500,"140",NA,NA,NA,0.833333333333333
2015,"SOUTHEAST",90,"OTHER COUNTIES",NA,18800,14500,"153",NA,NA,NA,0.771276595744681
2015,"SOUTHEAST",90,"VINTON",163,1700,1600,"143.8",NA,NA,NA,0.941176470588235
2015,"SOUTHEAST",90,"WASHINGTON",167,9300,7700,"158.4",NA,NA,NA,0.827956989247312
2015,"SOUTHWEST",70,"BUTLER",17,27000,26000,"157.7",NA,NA,NA,0.962962962962963
2015,"SOUTHWEST",70,"CLERMONT",25,14500,14000,"175",NA,NA,NA,0.96551724137931
2015,"SOUTHWEST",70,"CLINTON",27,67000,64000,"184.4",NA,NA,NA,0.955223880597015
2015,"SOUTHWEST",70,"GREENE",57,58000,54000,"187",NA,NA,NA,0.931034482758621
2015,"SOUTHWEST",70,"HAMILTON",61,4000,3500,"174.3",NA,NA,NA,0.875
2015,"SOUTHWEST",70,"MONTGOMERY",113,34000,32000,"157.5",NA,NA,NA,0.941176470588235
2015,"SOUTHWEST",70,"PREBLE",135,79000,76000,"155.3",NA,NA,NA,0.962025316455696
2015,"SOUTHWEST",70,"WARREN",165,21500,20500,"185.4",NA,NA,NA,0.953488372093023
2015,"WEST CENTRAL",40,"AUGLAIZE",11,72000,66000,"126.8",NA,NA,NA,0.916666666666667
2015,"WEST CENTRAL",40,"CHAMPAIGN",21,85000,82000,"179.9",NA,NA,NA,0.964705882352941
2015,"WEST CENTRAL",40,"CLARK",23,63000,60000,"177.5",NA,NA,NA,0.952380952380952
2015,"WEST CENTRAL",40,"DARKE",37,130000,120000,"172.5",NA,NA,NA,0.923076923076923
2015,"WEST CENTRAL",40,"HARDIN",65,92000,84000,"121.4",NA,NA,NA,0.91304347826087
2015,"WEST CENTRAL",40,"LOGAN",91,70000,66000,"142.1",NA,NA,NA,0.942857142857143
2015,"WEST CENTRAL",40,"MERCER",107,106000,94000,"117",NA,NA,NA,0.886792452830189
2015,"WEST CENTRAL",40,"MIAMI",109,72000,69000,"176.8",NA,NA,NA,0.958333333333333
2015,"WEST CENTRAL",40,"SHELBY",149,75000,69000,"148.6",NA,NA,NA,0.92
2014,"CENTRAL",50,"DELAWARE",41,42000,40800,"154.4",NA,NA,NA,0.971428571428571
2014,"CENTRAL",50,"FAIRFIELD",45,62000,59200,"177.9",NA,NA,NA,0.954838709677419
2014,"CENTRAL",50,"FAYETTE",47,84000,82200,"185.5",NA,NA,NA,0.978571428571429
2014,"CENTRAL",50,"FRANKLIN",49,16000,15800,"173.2",NA,NA,NA,0.9875
2014,"CENTRAL",50,"KNOX",83,52000,49600,"156.3",NA,NA,NA,0.953846153846154
2014,"CENTRAL",50,"LICKING",89,63000,59700,"153.5",NA,NA,NA,0.947619047619048
2014,"CENTRAL",50,"MADISON",97,110000,107300,"170.6",NA,NA,NA,0.975454545454545
2014,"CENTRAL",50,"MARION",101,62000,58700,"171.7",NA,NA,NA,0.946774193548387
2014,"CENTRAL",50,"MORROW",117,48000,46600,"153.9",NA,NA,NA,0.970833333333333
2014,"CENTRAL",50,"PICKAWAY",129,95000,93300,"179.5",NA,NA,NA,0.982105263157895
2014,"CENTRAL",50,"ROSS",141,53000,50100,"173.6",NA,NA,NA,0.945283018867925
2014,"CENTRAL",50,"UNION",159,58000,55700,"163.8",NA,NA,NA,0.960344827586207
2014,"EAST CENTRAL",60,"BELMONT",13,600,200,"130",NA,NA,NA,0.333333333333333
2014,"EAST CENTRAL",60,"CARROLL",19,9800,7100,"123.5",NA,NA,NA,0.724489795918367
2014,"EAST CENTRAL",60,"COSHOCTON",31,30000,26500,"165.8",NA,NA,NA,0.883333333333333
2014,"EAST CENTRAL",60,"HARRISON",67,4200,3600,"151.9",NA,NA,NA,0.857142857142857
2014,"EAST CENTRAL",60,"HOLMES",75,24000,13700,"158",NA,NA,NA,0.570833333333333
2014,"EAST CENTRAL",60,"JEFFERSON",81,1900,1400,"154.3",NA,NA,NA,0.736842105263158
2014,"EAST CENTRAL",60,"TUSCARAWAS",157,24500,18500,"154.4",NA,NA,NA,0.755102040816326
2014,"NORTH CENTRAL",20,"ASHLAND",5,37000,30000,"149.7",NA,NA,NA,0.810810810810811
2014,"NORTH CENTRAL",20,"CRAWFORD",33,80000,78700,"183.5",NA,NA,NA,0.98375
2014,"NORTH CENTRAL",20,"ERIE",43,30000,29600,"159.3",NA,NA,NA,0.986666666666667
2014,"NORTH CENTRAL",20,"HURON",77,61000,57700,"154.9",NA,NA,NA,0.945901639344262
2014,"NORTH CENTRAL",20,"LORAIN",93,22000,19700,"159.9",NA,NA,NA,0.895454545454546
2014,"NORTH CENTRAL",20,"OTTAWA",123,23000,22900,"160.3",NA,NA,NA,0.995652173913044
2014,"NORTH CENTRAL",20,"RICHLAND",139,43000,36500,"167.9",NA,NA,NA,0.848837209302326
2014,"NORTH CENTRAL",20,"SANDUSKY",143,69000,67900,"183.9",NA,NA,NA,0.984057971014493
2014,"NORTH CENTRAL",20,"SENECA",147,95000,93800,"168.4",NA,NA,NA,0.987368421052632
2014,"NORTH CENTRAL",20,"WYANDOT",175,80000,79200,"170.9",NA,NA,NA,0.99
2014,"NORTHEAST",30,"ASHTABULA",7,20900,18000,"150",NA,NA,NA,0.861244019138756
2014,"NORTHEAST",30,"COLUMBIANA",29,27000,21600,"163",NA,NA,NA,0.8
2014,"NORTHEAST",30,"GEAUGA",55,3500,2700,"122.2",NA,NA,NA,0.771428571428571
2014,"NORTHEAST",30,"MAHONING",99,16000,11800,"149.7",NA,NA,NA,0.7375
2014,"NORTHEAST",30,"MEDINA",103,19000,15800,"157",NA,NA,NA,0.831578947368421
2014,"NORTHEAST",30,"OTHER COUNTIES",NA,32000,24800,"133.5",NA,NA,NA,0.775
2014,"NORTHEAST",30,"PORTAGE",133,15200,12800,"152.3",NA,NA,NA,0.842105263157895
2014,"NORTHEAST",30,"TRUMBULL",155,22400,19800,"159",NA,NA,NA,0.883928571428571
2014,"NORTHEAST",30,"WAYNE",169,64000,43700,"164.1",NA,NA,NA,0.6828125
2014,"NORTHWEST",10,"ALLEN",3,68000,67000,"179.1",NA,NA,NA,0.985294117647059
2014,"NORTHWEST",10,"DEFIANCE",39,56000,52700,"184.5",NA,NA,NA,0.941071428571429
2014,"NORTHWEST",10,"FULTON",51,83000,77200,"183.2",NA,NA,NA,0.930120481927711
2014,"NORTHWEST",10,"HANCOCK",63,91000,90300,"193.2",NA,NA,NA,0.992307692307692
2014,"NORTHWEST",10,"HENRY",69,84000,82200,"190.9",NA,NA,NA,0.978571428571429
2014,"NORTHWEST",10,"LUCAS",95,24000,24000,"179.7",NA,NA,NA,1
2014,"NORTHWEST",10,"PAULDING",125,68000,61200,"191.7",NA,NA,NA,0.9
2014,"NORTHWEST",10,"PUTNAM",137,83000,78700,"196.2",NA,NA,NA,0.948192771084337
2014,"NORTHWEST",10,"VAN WERT",161,81000,76700,"192.2",NA,NA,NA,0.946913580246914
2014,"NORTHWEST",10,"WILLIAMS",171,56000,50700,"171.9",NA,NA,NA,0.905357142857143
2014,"NORTHWEST",10,"WOOD",173,106000,101300,"182.2",NA,NA,NA,0.955660377358491
2014,"SOUTH CENTRAL",80,"ADAMS",1,15500,14100,"143.3",NA,NA,NA,0.909677419354839
2014,"SOUTH CENTRAL",80,"BROWN",15,26000,25100,"171.7",NA,NA,NA,0.965384615384615
2014,"SOUTH CENTRAL",80,"GALLIA",53,3500,3100,"146.1",NA,NA,NA,0.885714285714286
2014,"SOUTH CENTRAL",80,"HIGHLAND",71,46000,45000,"178.5",NA,NA,NA,0.978260869565217
2014,"SOUTH CENTRAL",80,"JACKSON",79,3100,2800,"137.9",NA,NA,NA,0.903225806451613
2014,"SOUTH CENTRAL",80,"LAWRENCE",87,1400,1100,"134.5",NA,NA,NA,0.785714285714286
2014,"SOUTH CENTRAL",80,"PIKE",131,11500,11200,"166.2",NA,NA,NA,0.973913043478261
2014,"SOUTH CENTRAL",80,"SCIOTO",145,8000,7600,"153",NA,NA,NA,0.95
2014,"SOUTHEAST",90,"ATHENS",9,2800,2500,"156",NA,NA,NA,0.892857142857143
2014,"SOUTHEAST",90,"GUERNSEY",59,3500,2700,"166.3",NA,NA,NA,0.771428571428571
2014,"SOUTHEAST",90,"HOCKING",73,3400,3300,"170",NA,NA,NA,0.970588235294118
2014,"SOUTHEAST",90,"MEIGS",105,3100,2700,"151.9",NA,NA,NA,0.870967741935484
2014,"SOUTHEAST",90,"MONROE",111,900,500,"146",NA,NA,NA,0.555555555555556
2014,"SOUTHEAST",90,"MORGAN",115,4100,3300,"156.1",NA,NA,NA,0.804878048780488
2014,"SOUTHEAST",90,"MUSKINGUM",119,19200,17700,"155.2",NA,NA,NA,0.921875
2014,"SOUTHEAST",90,"NOBLE",121,900,800,"156.3",NA,NA,NA,0.888888888888889
2014,"SOUTHEAST",90,"PERRY",127,19600,19500,"154.9",NA,NA,NA,0.994897959183674
2014,"SOUTHEAST",90,"VINTON",163,2300,2200,"147.7",NA,NA,NA,0.956521739130435
2014,"SOUTHEAST",90,"WASHINGTON",167,10200,8800,"172",NA,NA,NA,0.862745098039216
2014,"SOUTHWEST",70,"BUTLER",17,29000,27500,"175.4",NA,NA,NA,0.948275862068966
2014,"SOUTHWEST",70,"CLERMONT",25,16000,15600,"180",NA,NA,NA,0.975
2014,"SOUTHWEST",70,"CLINTON",27,70000,69400,"199.4",NA,NA,NA,0.991428571428571
2014,"SOUTHWEST",70,"GREENE",57,61000,60500,"191.5",NA,NA,NA,0.991803278688525
2014,"SOUTHWEST",70,"HAMILTON",61,4000,3800,"197.9",NA,NA,NA,0.95
2014,"SOUTHWEST",70,"MONTGOMERY",113,35000,34300,"187.1",NA,NA,NA,0.98
2014,"SOUTHWEST",70,"PREBLE",135,81000,80300,"186.1",NA,NA,NA,0.991358024691358
2014,"SOUTHWEST",70,"WARREN",165,24000,23600,"184.4",NA,NA,NA,0.983333333333333
2014,"WEST CENTRAL",40,"AUGLAIZE",11,75000,71200,"178.2",NA,NA,NA,0.949333333333333
2014,"WEST CENTRAL",40,"CHAMPAIGN",21,88000,86200,"180.9",NA,NA,NA,0.979545454545454
2014,"WEST CENTRAL",40,"CLARK",23,64000,60700,"195",NA,NA,NA,0.9484375
2014,"WEST CENTRAL",40,"DARKE",37,139000,130400,"183.8",NA,NA,NA,0.938129496402878
2014,"WEST CENTRAL",40,"HARDIN",65,98000,95300,"167.8",NA,NA,NA,0.972448979591837
2014,"WEST CENTRAL",40,"LOGAN",91,72000,69200,"165.2",NA,NA,NA,0.961111111111111
2014,"WEST CENTRAL",40,"MERCER",107,109000,97300,"193.8",NA,NA,NA,0.892660550458716
2014,"WEST CENTRAL",40,"MIAMI",109,73000,71000,"179.4",NA,NA,NA,0.972602739726027
2014,"WEST CENTRAL",40,"SHELBY",149,77000,70700,"173.8",NA,NA,NA,0.918181818181818
2013,"CENTRAL",50,"DELAWARE",41,53000,52100,"179",NA,NA,NA,0.983018867924528
2013,"CENTRAL",50,"FAIRFIELD",45,64000,62200,"175.7",NA,NA,NA,0.971875
2013,"CENTRAL",50,"FAYETTE",47,93000,90200,"177.8",NA,NA,NA,0.96989247311828
2013,"CENTRAL",50,"FRANKLIN",49,19500,19400,"175.8",NA,NA,NA,0.994871794871795
2013,"CENTRAL",50,"KNOX",83,56500,55300,"165.9",NA,NA,NA,0.978761061946903
2013,"CENTRAL",50,"LICKING",89,64000,62200,"162.8",NA,NA,NA,0.971875
2013,"CENTRAL",50,"MADISON",97,108000,105200,"189.7",NA,NA,NA,0.974074074074074
2013,"CENTRAL",50,"MARION",101,72000,70700,"174.4",NA,NA,NA,0.981944444444444
2013,"CENTRAL",50,"MORROW",117,54000,53100,"165.2",NA,NA,NA,0.983333333333333
2013,"CENTRAL",50,"PICKAWAY",129,102000,100300,"173.9",NA,NA,NA,0.983333333333333
2013,"CENTRAL",50,"ROSS",141,50000,49100,"171.6",NA,NA,NA,0.982
2013,"CENTRAL",50,"UNION",159,64000,62200,"180.5",NA,NA,NA,0.971875
2013,"EAST CENTRAL",60,"BELMONT",13,500,300,"130",NA,NA,NA,0.6
2013,"EAST CENTRAL",60,"CARROLL",19,10500,8400,"127.7",NA,NA,NA,0.8
2013,"EAST CENTRAL",60,"COSHOCTON",31,28500,26500,"151.3",NA,NA,NA,0.929824561403509
2013,"EAST CENTRAL",60,"HARRISON",67,5000,4900,"150.6",NA,NA,NA,0.98
2013,"EAST CENTRAL",60,"HOLMES",75,23500,17000,"148",NA,NA,NA,0.723404255319149
2013,"EAST CENTRAL",60,"JEFFERSON",81,2500,2200,"136.4",NA,NA,NA,0.88
2013,"EAST CENTRAL",60,"TUSCARAWAS",157,24500,20700,"150",NA,NA,NA,0.844897959183673
2013,"NORTH CENTRAL",20,"ASHLAND",5,43500,40500,"157.5",NA,NA,NA,0.931034482758621
2013,"NORTH CENTRAL",20,"CRAWFORD",33,80000,79600,"180.1",NA,NA,NA,0.995
2013,"NORTH CENTRAL",20,"ERIE",43,31500,31300,"173.9",NA,NA,NA,0.993650793650794
2013,"NORTH CENTRAL",20,"HURON",77,75000,73200,"180.8",NA,NA,NA,0.976
2013,"NORTH CENTRAL",20,"LORAIN",93,30500,28600,"141.3",NA,NA,NA,0.937704918032787
2013,"NORTH CENTRAL",20,"OTTAWA",123,27500,27400,"158.4",NA,NA,NA,0.996363636363636
2013,"NORTH CENTRAL",20,"RICHLAND",139,44000,40100,"167.5",NA,NA,NA,0.911363636363636
2013,"NORTH CENTRAL",20,"SANDUSKY",143,77000,76200,"170.4",NA,NA,NA,0.98961038961039
2013,"NORTH CENTRAL",20,"SENECA",147,1e+05,99500,"165.3",NA,NA,NA,0.995
2013,"NORTH CENTRAL",20,"WYANDOT",175,81000,80600,"174.2",NA,NA,NA,0.995061728395062
2013,"NORTHEAST",30,"ASHTABULA",7,26500,24000,"135.8",NA,NA,NA,0.905660377358491
2013,"NORTHEAST",30,"COLUMBIANA",29,28500,24700,"169.7",NA,NA,NA,0.866666666666667
2013,"NORTHEAST",30,"MAHONING",99,16500,14500,"163.9",NA,NA,NA,0.878787878787879
2013,"NORTHEAST",30,"MEDINA",103,21500,20000,"139.9",NA,NA,NA,0.930232558139535
2013,"NORTHEAST",30,"OTHER COUNTIES",NA,6500,5300,"138.1",NA,NA,NA,0.815384615384615
2013,"NORTHEAST",30,"PORTAGE",133,15500,14000,"138.3",NA,NA,NA,0.903225806451613
2013,"NORTHEAST",30,"STARK",151,34500,30500,"152.9",NA,NA,NA,0.884057971014493
2013,"NORTHEAST",30,"TRUMBULL",155,23500,22000,"175.4",NA,NA,NA,0.936170212765957
2013,"NORTHEAST",30,"WAYNE",169,67000,51000,"162.2",NA,NA,NA,0.761194029850746
2013,"NORTHWEST",10,"ALLEN",3,75000,74300,"183.5",NA,NA,NA,0.990666666666667
2013,"NORTHWEST",10,"DEFIANCE",39,56500,54000,"163.4",NA,NA,NA,0.955752212389381
2013,"NORTHWEST",10,"FULTON",51,84000,80500,"189.3",NA,NA,NA,0.958333333333333
2013,"NORTHWEST",10,"HANCOCK",63,96000,95000,"177.3",NA,NA,NA,0.989583333333333
2013,"NORTHWEST",10,"HENRY",69,79000,77000,"183.6",NA,NA,NA,0.974683544303797
2013,"NORTHWEST",10,"LUCAS",95,25500,25000,"174.4",NA,NA,NA,0.980392156862745
2013,"NORTHWEST",10,"PAULDING",125,66000,59200,"171.9",NA,NA,NA,0.896969696969697
2013,"NORTHWEST",10,"PUTNAM",137,84000,80200,"188.8",NA,NA,NA,0.954761904761905
2013,"NORTHWEST",10,"VAN WERT",161,85000,80200,"185",NA,NA,NA,0.943529411764706
2013,"NORTHWEST",10,"WILLIAMS",171,58000,54100,"170.5",NA,NA,NA,0.932758620689655
2013,"NORTHWEST",10,"WOOD",173,111000,107500,"171.6",NA,NA,NA,0.968468468468468
2013,"SOUTH CENTRAL",80,"ADAMS",1,17500,16500,"156.2",NA,NA,NA,0.942857142857143
2013,"SOUTH CENTRAL",80,"BROWN",15,28000,27000,"173.1",NA,NA,NA,0.964285714285714
2013,"SOUTH CENTRAL",80,"GALLIA",53,3700,3400,"153.2",NA,NA,NA,0.918918918918919
2013,"SOUTH CENTRAL",80,"HIGHLAND",71,50000,49000,"184.8",NA,NA,NA,0.98
2013,"SOUTH CENTRAL",80,"JACKSON",79,3800,3300,"147.3",NA,NA,NA,0.868421052631579
2013,"SOUTH CENTRAL",80,"LAWRENCE",87,1700,1200,"163.3",NA,NA,NA,0.705882352941177
2013,"SOUTH CENTRAL",80,"PIKE",131,12200,11800,"170.7",NA,NA,NA,0.967213114754098
2013,"SOUTH CENTRAL",80,"SCIOTO",145,8100,7800,"158.1",NA,NA,NA,0.962962962962963
2013,"SOUTHEAST",90,"ATHENS",9,2700,2400,"152.5",NA,NA,NA,0.888888888888889
2013,"SOUTHEAST",90,"GUERNSEY",59,4000,3500,"140.3",NA,NA,NA,0.875
2013,"SOUTHEAST",90,"HOCKING",73,3500,3400,"151.8",NA,NA,NA,0.971428571428571
2013,"SOUTHEAST",90,"MEIGS",105,3300,2900,"145.2",NA,NA,NA,0.878787878787879
2013,"SOUTHEAST",90,"MORGAN",115,4100,3300,"136.7",NA,NA,NA,0.804878048780488
2013,"SOUTHEAST",90,"MUSKINGUM",119,22000,21000,"169.5",NA,NA,NA,0.954545454545455
2013,"SOUTHEAST",90,"NOBLE",121,1100,1000,"138.4",NA,NA,NA,0.909090909090909
2013,"SOUTHEAST",90,"OTHER COUNTIES",NA,3200,2800,"151.6",NA,NA,NA,0.875
2013,"SOUTHEAST",90,"PERRY",127,20500,20000,"162",NA,NA,NA,0.975609756097561
2013,"SOUTHEAST",90,"WASHINGTON",167,10600,9700,"154",NA,NA,NA,0.915094339622642
2013,"SOUTHWEST",70,"BUTLER",17,31000,30100,"167.5",NA,NA,NA,0.970967741935484
2013,"SOUTHWEST",70,"CLINTON",27,77000,76200,"186.2",NA,NA,NA,0.98961038961039
2013,"SOUTHWEST",70,"GREENE",57,63000,62200,"177.3",NA,NA,NA,0.987301587301587
2013,"SOUTHWEST",70,"MONTGOMERY",113,39000,38600,"184.4",NA,NA,NA,0.98974358974359
2013,"SOUTHWEST",70,"OTHER COUNTIES",NA,20700,20100,"169",NA,NA,NA,0.971014492753623
2013,"SOUTHWEST",70,"PREBLE",135,84000,83700,"184.9",NA,NA,NA,0.996428571428571
2013,"SOUTHWEST",70,"WARREN",165,25300,25100,"175.8",NA,NA,NA,0.992094861660079
2013,"WEST CENTRAL",40,"AUGLAIZE",11,75000,72200,"170.8",NA,NA,NA,0.962666666666667
2013,"WEST CENTRAL",40,"CHAMPAIGN",21,92000,91200,"192.4",NA,NA,NA,0.991304347826087
2013,"WEST CENTRAL",40,"CLARK",23,67000,63700,"187.3",NA,NA,NA,0.950746268656716
2013,"WEST CENTRAL",40,"DARKE",37,138000,131200,"173.5",NA,NA,NA,0.950724637681159
2013,"WEST CENTRAL",40,"HARDIN",65,102000,101300,"172.2",NA,NA,NA,0.993137254901961
2013,"WEST CENTRAL",40,"LOGAN",91,75000,73700,"171.4",NA,NA,NA,0.982666666666667
2013,"WEST CENTRAL",40,"MERCER",107,110000,97800,"173.3",NA,NA,NA,0.889090909090909
2013,"WEST CENTRAL",40,"MIAMI",109,75000,73700,"182.3",NA,NA,NA,0.982666666666667
2013,"WEST CENTRAL",40,"SHELBY",149,81000,77200,"172.7",NA,NA,NA,0.953086419753086
2012,"CENTRAL",50,"DELAWARE",41,50100,49000,"132.8",NA,NA,NA,0.978043912175649
2012,"CENTRAL",50,"FAIRFIELD",45,65700,63000,"105.7",NA,NA,NA,0.958904109589041
2012,"CENTRAL",50,"FAYETTE",47,96300,94500,"125.8",NA,NA,NA,0.981308411214953
2012,"CENTRAL",50,"KNOX",83,57100,55500,"140.1",NA,NA,NA,0.971978984238179
2012,"CENTRAL",50,"LICKING",89,64700,61500,"129.5",NA,NA,NA,0.950540958268934
2012,"CENTRAL",50,"MADISON",97,106500,103000,"140.9",NA,NA,NA,0.967136150234742
2012,"CENTRAL",50,"MARION",101,71000,68500,"129.8",NA,NA,NA,0.964788732394366
2012,"CENTRAL",50,"MORROW",117,47100,46000,"144.7",NA,NA,NA,0.976645435244161
2012,"CENTRAL",50,"OTHER COUNTIES",NA,72200,70000,"105.9",NA,NA,NA,0.969529085872576
2012,"CENTRAL",50,"PICKAWAY",129,100500,98500,"93.9",NA,NA,NA,0.980099502487562
2012,"CENTRAL",50,"UNION",159,62800,60500,"135.5",NA,NA,NA,0.963375796178344
2012,"EAST CENTRAL",60,"BELMONT",13,500,180,"96.7",NA,NA,NA,0.36
2012,"EAST CENTRAL",60,"CARROLL",19,12600,9500,"82",NA,NA,NA,0.753968253968254
2012,"EAST CENTRAL",60,"COSHOCTON",31,29200,26500,"114.3",NA,NA,NA,0.907534246575342
2012,"EAST CENTRAL",60,"HARRISON",67,4600,4050,"106.2",NA,NA,NA,0.880434782608696
2012,"EAST CENTRAL",60,"HOLMES",75,24800,14500,"127.2",NA,NA,NA,0.584677419354839
2012,"EAST CENTRAL",60,"JEFFERSON",81,2100,1670,"99.2",NA,NA,NA,0.795238095238095
2012,"EAST CENTRAL",60,"TUSCARAWAS",157,22600,16600,"110.2",NA,NA,NA,0.734513274336283
2012,"NORTH CENTRAL",20,"ASHLAND",5,42400,36500,"118.3",NA,NA,NA,0.860849056603774
2012,"NORTH CENTRAL",20,"CRAWFORD",33,83600,81000,"131.7",NA,NA,NA,0.9688995215311
2012,"NORTH CENTRAL",20,"ERIE",43,32100,31500,"141.4",NA,NA,NA,0.981308411214953
2012,"NORTH CENTRAL",20,"HURON",77,75300,72000,"139.9",NA,NA,NA,0.956175298804781
2012,"NORTH CENTRAL",20,"LORAIN",93,29900,27500,"148.5",NA,NA,NA,0.919732441471572
2012,"NORTH CENTRAL",20,"OTTAWA",123,25700,25500,"154",NA,NA,NA,0.992217898832685
2012,"NORTH CENTRAL",20,"RICHLAND",139,43900,37000,"122.5",NA,NA,NA,0.842824601366743
2012,"NORTH CENTRAL",20,"SANDUSKY",143,75200,73000,"143.8",NA,NA,NA,0.970744680851064
2012,"NORTH CENTRAL",20,"SENECA",147,103000,1e+05,"114.4",NA,NA,NA,0.970873786407767
2012,"NORTH CENTRAL",20,"WYANDOT",175,81900,81000,"123.2",NA,NA,NA,0.989010989010989
2012,"NORTHEAST",30,"ASHTABULA",7,23300,20800,"132.6",NA,NA,NA,0.892703862660944
2012,"NORTHEAST",30,"COLUMBIANA",29,26200,20300,"129.3",NA,NA,NA,0.774809160305344
2012,"NORTHEAST",30,"GEAUGA",55,3700,3100,"127.1",NA,NA,NA,0.837837837837838
2012,"NORTHEAST",30,"MAHONING",99,15300,11800,"138.5",NA,NA,NA,0.77124183006536
2012,"NORTHEAST",30,"MEDINA",103,19800,15900,"115.2",NA,NA,NA,0.803030303030303
2012,"NORTHEAST",30,"OTHER COUNTIES",NA,700,500,"127",NA,NA,NA,0.714285714285714
2012,"NORTHEAST",30,"PORTAGE",133,16200,14300,"138",NA,NA,NA,0.882716049382716
2012,"NORTHEAST",30,"STARK",151,33600,27600,"118.5",NA,NA,NA,0.821428571428571
2012,"NORTHEAST",30,"SUMMIT",153,1600,1200,"102.9",NA,NA,NA,0.75
2012,"NORTHEAST",30,"TRUMBULL",155,22300,19300,"141.4",NA,NA,NA,0.865470852017937
2012,"NORTHEAST",30,"WAYNE",169,66300,40200,"125.9",NA,NA,NA,0.606334841628959
2012,"NORTHWEST",10,"ALLEN",3,71800,71000,"111.1",NA,NA,NA,0.988857938718663
2012,"NORTHWEST",10,"DEFIANCE",39,57300,53000,"80.2",NA,NA,NA,0.924956369982548
2012,"NORTHWEST",10,"FULTON",51,85900,80000,"118.4",NA,NA,NA,0.931315483119907
2012,"NORTHWEST",10,"HANCOCK",63,94500,94000,"140.4",NA,NA,NA,0.994708994708995
2012,"NORTHWEST",10,"HENRY",69,84900,81500,"98.6",NA,NA,NA,0.959952885747939
2012,"NORTHWEST",10,"LUCAS",95,23500,23000,"141.6",NA,NA,NA,0.978723404255319
2012,"NORTHWEST",10,"PAULDING",125,73200,63000,"89.4",NA,NA,NA,0.860655737704918
2012,"NORTHWEST",10,"PUTNAM",137,84500,80000,"114",NA,NA,NA,0.946745562130177
2012,"NORTHWEST",10,"VAN WERT",161,82800,78500,"119.5",NA,NA,NA,0.948067632850242
2012,"NORTHWEST",10,"WILLIAMS",171,61100,55000,"96.1",NA,NA,NA,0.900163666121113
2012,"NORTHWEST",10,"WOOD",173,114500,111000,"133.1",NA,NA,NA,0.96943231441048
2012,"SOUTH CENTRAL",80,"ADAMS",1,17300,15500,"80.5",NA,NA,NA,0.895953757225434
2012,"SOUTH CENTRAL",80,"BROWN",15,28500,27500,"123.8",NA,NA,NA,0.964912280701754
